"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-04","3.80",,"0.00","0.0","0.0",,"87","68",,"  350","  230","12.1","19.0",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-05","5.14",,"0.00","0.0","0.0",,"74","65",,"   40","   60","15.0","23.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-06","8.28",,"0.32","0.0","0.0",,"67","58",,"   60","   60","19.9","29.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-07","4.47",,"0.02","0.0","0.0",,"75","56",,"  340","  320","14.1","23.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-08","2.24",,"0.00","0.0","0.0",,"77","63",,"   50","   40","13.0","15.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-09","4.47",,"0.00","0.0","0.0",,"78","64",,"   50","   50","12.1","15.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-10","2.91",,"0.01","0.0","0.0",,"76","66",,"  180","  210","12.1","21.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-11","5.14",,"0.00","0.0","0.0",,"88","69",,"  240","  270","13.0","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-12","4.92",,"0.17","0.0","0.0",,"81","61",,"   60","   40","14.1","19.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-13","6.49",,"0.00","0.0","0.0",,"72","57",,"   50","   50","16.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-14","2.91",,"0.00","0.0","0.0",,"74","61",,"  160","  150","8.9","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-15","2.24",,"0.00","0.0","0.0",,"82","68",,"  280","  270","8.9","14.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-16","2.01",,"0.00","0.0","0.0",,"77","68",,"   60","   60","12.1","15.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-17","5.59",,"0.00","0.0","0.0",,"76","62",,"   50","   40","16.1","21.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-18","6.49",,"0.00","0.0","0.0",,"69","57",,"   50","   60","13.0","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-19","2.91",,"0.00","0.0","0.0",,"70","52",,"   40","   40","8.9","13.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-20","4.70",,"0.00","0.0","0.0",,"78","56",,"  270","  260","10.1","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-21","2.68",,"0.00","0.0","0.0",,"84","61",,"  240","  220","6.9","13.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-22","3.58",,"0.00","0.0","0.0",,"86","67",,"  220","  220","10.1","17.0",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-23","5.37",,"0.11","0.0","0.0",,"89","70",,"  280","  240","13.0","21.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-24","5.82",,"0.00","0.0","0.0",,"76","63",,"  280","  270","15.0","23.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-25","3.36",,"0.00","0.0","0.0",,"79","58",,"  250","  270","8.9","15.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-26","3.58",,"0.02","0.0","0.0",,"83","63",,"  300","  300","15.0","25.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-27","3.58",,"0.00","0.0","0.0",,"76","59",,"  140","  160","10.1","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-28","2.91",,"0.00","0.0","0.0",,"82","65",,"  220","  210","8.9","15.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-29","6.26",,"0.00","0.0","0.0",,"80","65",,"   60","   20","14.1","23.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-09-30","6.93",,"0.00","0.0","0.0",,"71","60",,"   50","   60","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-01","3.80",,"0.00","0.0","0.0",,"81","63",,"  220","  220","13.0","23.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-02","6.49",,"0.03","0.0","0.0",,"93","63",,"  240","  230","14.1","21.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-03","6.26",,"0.34","0.0","0.0",,"63","53",,"   50","   30","15.0","23.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-04","6.93",,"0.00","0.0","0.0",,"66","50",,"   40","   50","18.1","28.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-05","4.92",,"0.00","0.0","0.0",,"61","45",,"   30","   20","13.0","21.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-06","2.91",,"0.01","0.0","0.0",,"70","57",,"  160","  200","10.1","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-07","4.03",,"0.20","0.0","0.0",,"79","59",,"  260","  230","13.0","21.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-08","7.83",,"0.02","0.0","0.0",,"64","57",,"   50","   40","16.1","25.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-09","10.51",,"0.54","0.0","0.0",,"59","51",,"   40","   30","17.0","25.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-10","9.62",,"0.00","0.0","0.0",,"71","53",,"   60","   50","17.0","28.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-11","9.17",,"0.00","0.0","0.0",,"64","55",,"   50","   50","19.9","29.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-12","3.58",,"0.00","0.0","0.0",,"67","55",,"   40","   20","12.1","16.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-13","2.01",,"0.00","0.0","0.0",,"67","53",,"   50","  280","8.1","12.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-14","4.03",,"0.00","0.0","0.0",,"72","58",,"  240","  230","15.0","23.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-15","2.91",,"0.00","0.0","0.0",,"64","51",,"   50","   50","8.9","13.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-16","6.49",,"1.83","0.0","0.0",,"66","52",,"  280","  270","21.0","38.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-17","11.63",,"0.00","0.0","0.0",,"57","51",,"  270","  270","23.0","40.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-18","8.72",,"0.00","0.0","0.0",,"58","47",,"  300","  290","17.0","31.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-19","2.68",,"0.00","0.0","0.0",,"60","43",,"  240","  240","8.9","13.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-20","4.47",,"0.54","0.0","0.0",,"59","49",,"   40","   50","14.1","19.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-21","4.03",,"0.00","0.0","0.0",,"67","51",,"   40","   20","12.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-22","4.47",,"0.57","0.0","0.0",,"63","55",,"  140","  140","13.0","21.9","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-23","6.26",,"0.01","0.0","0.0",,"65","54",,"  280","  280","15.0","23.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-24","3.13",,"0.00","0.0","0.0",,"67","50",,"  250","  230","12.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-25","2.91",,"0.00","0.0","0.0",,"65","52",,"  240","  230","10.1","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-26","3.36",,"0.01","0.0","0.0",,"63","52",,"   40","   40","12.1","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-27","4.92",,"1.38","0.0","0.0",,"67","55",,"  140","  120","14.1","25.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-28","3.58",,"0.00","0.0","0.0",,"63","55",,"   40","   40","13.0","18.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-29","4.03",,"0.07","0.0","0.0",,"59","54",,"   70","  120","8.9","14.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-30","3.13",,"0.06","0.0","0.0",,"63","58",,"   60","   40","10.1","15.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-10-31","5.14",,"0.54","0.0","0.0",,"71","60",,"  240","  140","15.0","28.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-01","9.40",,"0.11","0.0","0.0",,"71","42",,"  280","  280","21.9","35.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-02","3.80",,"0.00","0.0","0.0",,"53","40",,"  280","  280","10.1","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-03","4.92",,"0.00","0.0","0.0",,"54","42",,"  280","  290","13.0","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-04","3.13",,"0.00","0.0","0.0",,"56","41",,"  150","  180","13.0","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-05","2.91",,"0.00","0.0","0.0",,"61","51",,"  280","  240","10.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-06","4.92",,"0.00","0.0","0.0",,"54","45",,"  250","  300","12.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-07","4.70",,"0.10","0.0","0.0",,"57","41",,"  220","  230","13.0","19.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-08","7.61",,"0.00","0.0","0.0",,"41","29",,"  300","  300","18.1","30.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-09","3.13",,"0.00","0.0","0.0",,"41","27",,"  230","  210","12.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-10","3.80",,"0.00","0.0","0.0",,"51","38",,"  240","  210","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-11","2.46",,"0.00","0.0","0.0",,"62","46",,"  140","  270","10.1","21.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-12","9.40",,"0.04","0.0","0.0",,"57","25",,"  290","  310","17.0","29.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-13","5.37",,"0.00","0.0","0.0",,"34","23",,"  300","  300","18.1","29.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-14","4.25",,"0.00","0.0","0.0",,"45","28",,"  260","  230","12.1","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-15","4.25",,"0.00","0.0","0.0",,"51","37",,"  300","  290","12.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-16","10.29",,"0.00","0.0","0.0",,"42","31",,"   60","   50","19.9","32.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-17","10.51",,"0.00","0.0","0.0",,"43","30",,"   50","   60","19.9","28.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-18","6.04",,"0.48","0.0","0.0",,"42","37",,"   40","   50","15.0","23.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-19","4.47",,"0.18","0.0","0.0",,"48","40",,"  360","  270","12.1","16.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-20","5.14",,"0.00","0.0","0.0",,"49","40",,"  300","  300","16.1","25.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-21","4.47",,"0.00","0.0","0.0",,"53","39",,"  220","  210","12.1","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-22","7.38",,"0.07","0.0","0.0",,"53","38",,"  310","  270","18.1","34.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-23","4.25",,"0.03","0.0","0.0",,"45","34",,"  270","  280","12.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-24","8.05",,"0.90","0.0","0.0",,"46","40",,"  280","  290","17.0","29.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-25","5.14",,"0.00","0.0","0.0",,"53","39",,"  260","  270","13.0","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-26","4.25",,"0.00","0.0","0.0",,"61","44",,"  220","  240","10.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-27","4.25",,"0.04","0.0","0.0",,"59","49",,"  280","  260","21.9","35.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-28","11.41",,"0.00","0.0","0.0",,"53","37",,"  300","  310","23.0","36.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-29","6.26",,"0.00","0.0","0.0",,"40","30",,"  300","  360","14.1","23.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-30","4.25",,"0.00","0.0","0.0",,"43","31",,"  340","  330","13.0","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-01","9.84",,"0.62","0.0","0.0",,"39","30",,"   50","   80","23.0","35.1","    1",,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-02","8.50",,"0.48","1.3","0.0",,"37","31",,"   40","   30","19.9","30.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-03","7.16",,"0.02","0.3","1.2",,"36","30",,"  310","  280","17.0","30.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-04","5.37",,"0.00","0.0","0.0",,"39","32",,"  250","  220","13.0","19.9",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-05","9.40",,"0.00","0.0","0.0",,"42","36",,"  270","  280","19.9","33.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-06","7.38",,"0.00","0.0","0.0",,"50","34",,"  300","  300","19.9","30.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-07","6.93",,"0.00","0.0","0.0",,"38","30",,"  300","  290","15.0","23.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-08","2.68",,"0.00","0.0","0.0",,"46","28",,"  180","  150","10.1","19.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-09","4.47",,"1.57","0.0","0.0",,"55","42",,"  240","  250","14.1","23.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-10","6.93",,"0.13","0.0","0.0",,"58","39",,"  280","  270","17.0","28.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-11","6.26",,"0.26","0.2","0.0",,"40","31",,"  270","  240","17.0","29.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-12","4.70",,"0.00","0.0","0.0",,"36","26",,"  340","  340","15.0","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-13","5.82",,"0.81","0.0","0.0",,"48","33",,"   50","   60","14.1","18.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-14","6.04",,"1.16","0.0","0.0",,"56","45",,"  250","  230","19.9","30.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-15","9.62",,"0.00","0.0","0.0",,"49","37",,"  270","  280","21.0","38.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-16","3.80",,"0.10","0.0","0.0",,"37","33",,"  310","  260","12.1","19.9","    1",,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-17","8.72",,"0.90","0.0","0.0",,"35","32",,"   60","   50","17.0","25.9","    1",,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-18","8.95",,"0.03","0.7","0.0",,"36","21",,"  300","  310","19.9","31.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-19","10.51",,"0.00","0.0","0.0",,"25","16",,"  280","  270","19.9","32.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-20","6.04",,"0.00","0.0","0.0",,"33","22",,"  360","  290","12.1","18.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-21","2.91",,"0.00","0.0","0.0",,"35","23",,"   20","   10","13.0","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-22","4.70",,"0.00","0.0","0.0",,"46","30",,"  220","  230","14.1","21.0",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-23","4.70",,"0.00","0.0","0.0",,"57","41",,"  240","  240","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-24","5.82",,"0.00","0.0","0.0",,"47","36",,"  360","   30","15.0","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-25","3.58",,"0.00","0.0","0.0",,"47","32",,"  220","  230","8.9","14.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-26","5.82",,"0.00","0.0","0.0",,"46","36",,"   50","   60","13.0","17.0","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-27","4.47",,"0.00","0.0","0.0",,"54","46",,"  250","  210","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-28","4.03",,"0.00","0.0","0.0",,"51","43",,"  300","  290","10.1","18.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-29","4.92",,"0.25","0.0","0.0",,"44","39",,"   90","   80","10.1","13.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-30","12.75",,"0.74","0.0","0.0",,"41","37",,"   70","   60","25.1","38.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-31","5.14",,"0.02","0.0","0.0",,"45","36",,"   40","   30","16.1","23.9","    1",,,,,
